coordinates,bus_name,kilovolt levels,number of buses,vm,county,state
POINT (-117.8992 33.8157),PLACENTIA 1,{138.0},1,1.055694,Orange,California
POINT (-117.909 33.8018),PLACENTIA 2,{138.0},1,1.059465,Orange,California
POINT (-117.8374 33.876),ORANGE 1,{138.0},2,1.04942,Orange,California
POINT (-117.8638 33.7654),ORANGE 2,{138.0},1,1.060101,Orange,California
POINT (-117.9407 33.8541),ORANGE 3,{138.0},2,1.053524,Orange,California
POINT (-117.82 33.6672),IRVINE 1,{138.0},1,1.084916,Orange,California
POINT (-117.901 33.5999),IRVINE 2,{138.0},1,1.054247,Orange,California
POINT (-117.8749 33.7919),TUSTIN 1,{138.0},1,1.06111,Orange,California
POINT (-117.8058 33.6572),TUSTIN 2,{138.0},1,1.091372,Orange,California
POINT (-117.7791 33.708),IRVINE 3,{138.0},1,1.079672,Orange,California
POINT (-117.8161 33.8252),YORBA LINDA 1,"{345.0, 138.0, 13.8, 1.0}",7,1.051026,Orange,California
POINT (-117.8139 33.8023),ORANGE 4,{138.0},2,1.052687,Orange,California
POINT (-117.8349 33.8075),SANTA ANA 10,{138.0},3,1.055432,Orange,California
POINT (-117.7256 33.8553),SANTA ANA 11,{138.0},2,1.046289,Orange,California
POINT (-117.8 33.883),ANAHEIM 12,{138.0},1,1.048641,Orange,California
POINT (-117.8639 33.6738),TUSTIN 3,{138.0},1,1.057247,Orange,California
POINT (-117.7152 33.5301),IRVINE 4,{138.0},1,1.090723,Orange,California
POINT (-117.6667 33.6897),IRVINE 5,{138.0},3,1.085007,Orange,California
POINT (-117.763 33.7656),IRVINE 6,{138.0},1,1.058243,Orange,California
POINT (-117.7224 33.808),IRVINE 7,{138.0},1,1.048923,Orange,California
POINT (-117.7209 33.9226),ANAHEIM 13,{138.0},1,1.047503,San Bernardino,California
POINT (-117.7789 33.9909),CHINO HILLS 1,"{345.0, 138.0}",2,1.065685,San Bernardino,California
POINT (-117.6814 33.9293),CHINO HILLS 2,{138.0},2,1.048713,San Bernardino,California
POINT (-117.8316 33.7494),IRVINE 8,{138.0},1,1.075358,Orange,California
POINT (-117.6894 33.6649),LAGUNA WOODS,{138.0},3,1.086938,Orange,California
POINT (-117.7908 33.5557),ALISO VIEJO 1,{138.0},3,1.061966,Orange,California
POINT (-117.7952 33.5704),ALISO VIEJO 2,{138.0},1,1.059264,Orange,California
POINT (-117.7452 33.8111),YORBA LINDA 2,{138.0},1,1.04884,Orange,California
POINT (-117.6142 33.4128),DANA POINT,{138.0},1,1.090688,Orange,California
POINT (-117.7096 33.5444),LAGUNA NIGUEL 1,"{345.0, 138.0}",4,1.052076,Orange,California
POINT (-117.6586 33.5279),LAGUNA NIGUEL 2,{138.0},2,1.087936,Orange,California
POINT (-117.6169 34.0145),MONTCLAIR 1,{138.0},2,1.049246,San Bernardino,California
POINT (-117.6822 34.0916),MONTCLAIR 2,{138.0},1,1.058471,San Bernardino,California
POINT (-117.6458 33.5713),LAGUNA HILLS 1,{138.0},3,1.081262,Orange,California
POINT (-117.7374 33.4937),LAGUNA HILLS 2,{138.0},1,1.075674,Orange,California
POINT (-117.6505 33.6821),LAKE FOREST 1,"{345.0, 138.0}",2,1.065767,Orange,California
POINT (-117.672 33.7418),LAKE FOREST 2,{138.0},2,1.064003,Orange,California
POINT (-117.7768 33.9383),CHINO 1,{138.0},1,1.04758,Orange,California
POINT (-117.7189 33.9982),CHINO 2,{138.0},2,1.065007,San Bernardino,California
POINT (-117.634 34.0673),CHINO 3,{138.0},2,1.056059,San Bernardino,California
POINT (-117.5884 33.6577),FOOTHILL RANCH,{138.0},3,1.083264,Orange,California
POINT (-117.7059 33.9753),ONTARIO 2,{138.0},1,1.061498,San Bernardino,California
POINT (-117.6303 34.0445),ONTARIO 3,{138.0},2,1.055689,San Bernardino,California
POINT (-117.7262 33.5551),MISSION VIEJO 1,{138.0},4,1.089709,Orange,California
POINT (-117.7409 33.5247),MISSION VIEJO 2,{138.0},3,1.086807,Orange,California
POINT (-117.6668 34.1069),UPLAND 1,{138.0},1,1.060362,San Bernardino,California
POINT (-117.6492 34.0481),UPLAND 2,{138.0},1,1.056001,San Bernardino,California
POINT (-117.6105 34.1739),UPLAND 3,{138.0},1,1.053024,San Bernardino,California
POINT (-117.5975 34.1529),UPLAND 4,{138.0},3,1.059532,San Bernardino,California
POINT (-117.6308 33.7047),MISSION VIEJO 3,{138.0},1,1.074533,Orange,California
POINT (-117.5609 33.6204),MISSION VIEJO 4,{138.0},1,1.080568,Orange,California
POINT (-117.5396 33.5018),LADERA RANCH,{138.0},1,1.088609,Orange,California
POINT (-117.6899 33.8576),CORONA 1,{138.0},1,1.048033,Orange,California
POINT (-117.5378 33.8504),CORONA 2,{138.0},1,1.057143,Riverside,California
POINT (-117.6909 33.5592),SAN CLEMENTE 1,{138.0},4,1.08663,Orange,California
POINT (-117.617 33.5804),RANCHO SANTA MARGARITA 1,{138.0},2,1.082128,Orange,California
POINT (-117.6116 33.6167),RANCHO SANTA MARGARITA 2,{138.0},1,1.081362,Orange,California
POINT (-117.5892 33.6007),SAN JUAN CAPISTRANO 1,{138.0},3,1.082833,Orange,California
POINT (-117.5205 33.4568),SAN JUAN CAPISTRANO 2,"{345.0, 138.0}",2,1.07192,San Diego,California
POINT (-117.5045 33.3329),SAN CLEMENTE 2,{138.0},1,1.078233,San Diego,California
POINT (-117.5104 33.3537),SAN CLEMENTE 3,{138.0},2,1.079392,San Diego,California
POINT (-117.5566 34.1698),ONTARIO 4,{138.0},1,1.051232,San Bernardino,California
POINT (-117.6619 34.1123),ONTARIO 5,"{345.0, 138.0}",2,1.061034,San Bernardino,California
POINT (-117.5289 33.6302),TRABUCO CANYON 1,{138.0},1,1.079472,Orange,California
POINT (-117.5676 33.5334),TRABUCO CANYON 2,{138.0},1,1.091249,Orange,California
POINT (-117.6372 33.834),CORONA 3,{138.0},1,1.054599,Riverside,California
POINT (-117.5555 33.8711),CORONA 4,"{345.0, 138.0}",2,1.053566,Riverside,California
POINT (-117.5296 34.1802),RANCHO CUCAMONGA 1,{138.0},1,1.051127,San Bernardino,California
POINT (-117.5661 34.0599),RANCHO CUCAMONGA 2,{138.0},2,1.057592,San Bernardino,California
POINT (-117.5418 33.9859),ONTARIO 6,{138.0},1,1.050428,Riverside,California
POINT (-117.5991 34.1075),ONTARIO 7,{138.0},2,1.055465,San Bernardino,California
POINT (-117.4921 34.1231),RANCHO CUCAMONGA 3,{138.0},1,1.058965,San Bernardino,California
POINT (-117.644 34.1301),RANCHO CUCAMONGA 4,{138.0},1,1.05994,San Bernardino,California
POINT (-117.6681 34.061),RANCHO CUCAMONGA 5,{138.0},1,1.058647,San Bernardino,California
POINT (-117.6355 33.8882),NORCO,{138.0},1,1.053586,Riverside,California
POINT (-117.4926 34.3515),PHELAN,{138.0},1,1.060402,San Bernardino,California
POINT (-117.5093 33.8958),MIRA LOMA 1,{138.0},2,1.053371,Riverside,California
POINT (-117.5211 34.0642),MIRA LOMA 2,{138.0},2,1.061093,San Bernardino,California
POINT (-117.5002 33.9597),CORONA 5,{138.0},4,1.060156,Riverside,California
POINT (-117.5619 33.9487),CORONA 6,{138.0},1,1.051761,Riverside,California
POINT (-117.4864 33.9045),CORONA 7,{138.0},1,1.053371,Riverside,California
POINT (-117.4252 33.9204),CORONA 8,{138.0},1,1.053921,Riverside,California
POINT (-117.485 34.2433),RANCHO CUCAMONGA 6,{138.0},1,1.053755,San Bernardino,California
POINT (-117.4863 34.0863),RANCHO CUCAMONGA 7,{138.0},1,1.057975,San Bernardino,California
POINT (-117.551 33.9232),RIVERSIDE 1,{138.0},3,1.050723,Riverside,California
POINT (-117.4928 33.9198),RIVERSIDE 2,{138.0},1,1.055666,Riverside,California
POINT (-117.4378 33.6831),CORONA 9,{138.0},1,1.074263,Riverside,California
POINT (-117.4971 33.6627),CORONA 10,{138.0},2,1.07749,Orange,California
POINT (-117.5135 34.0188),FONTANA 1,{138.0},1,1.054843,Riverside,California
POINT (-117.4645 33.9739),FONTANA 2,{138.0},1,1.065119,Riverside,California
POINT (-117.4163 34.0251),FONTANA 3,{138.0},2,1.057648,Riverside,California
POINT (-117.505 34.0993),FONTANA 4,{138.0},3,1.057944,San Bernardino,California
POINT (-117.3796 34.1816),FONTANA 5,{138.0},1,1.068112,San Bernardino,California
POINT (-117.4182 34.0926),FONTANA 6,{138.0},2,1.056452,San Bernardino,California
POINT (-117.4386 34.1824),FONTANA 7,{138.0},2,1.064646,San Bernardino,California
POINT (-117.5475 34.2382),FONTANA 8,{138.0},1,1.053079,San Bernardino,California
POINT (-117.411 34.6578),ADELANTO 1,{138.0},3,1.076825,San Bernardino,California
POINT (-117.5086 34.5394),ADELANTO 2,{138.0},1,1.065719,San Bernardino,California
POINT (-117.4504 33.4145),CAMP PENDLETON,{138.0},1,1.084938,San Diego,California
POINT (-117.3848 33.9055),RIVERSIDE 3,{138.0},2,1.052998,Riverside,California
POINT (-117.5129 33.8424),RIVERSIDE 4,{138.0},1,1.054771,Riverside,California
POINT (-117.3532 33.8889),RIVERSIDE 5,{138.0},3,1.05739,Riverside,California
POINT (-117.4297 34.0419),RIVERSIDE 6,{138.0},1,1.056747,San Bernardino,California
POINT (-117.3782 33.9411),RIVERSIDE 7,{138.0},1,1.049509,Riverside,California
POINT (-117.5409 34.1011),RIVERSIDE 8,{138.0},2,1.058613,San Bernardino,California
POINT (-117.3142 34.3862),VICTORVILLE 1,{138.0},3,1.063143,San Bernardino,California
POINT (-117.3261 34.5622),VICTORVILLE 2,{138.0},1,1.072107,San Bernardino,California
POINT (-117.3556 34.257),RIALTO 1,{138.0},2,1.062882,San Bernardino,California
POINT (-117.3286 34.3853),HESPERIA 1,{138.0},2,1.063608,San Bernardino,California
POINT (-117.311 33.9214),RIVERSIDE 9,{138.0},1,1.052505,Riverside,California
POINT (-117.4563 33.9889),RIVERSIDE 10,{138.0},1,1.061666,Riverside,California
POINT (-117.4796 34.0384),BLOOMINGTON,{138.0},1,1.065125,San Bernardino,California
POINT (-117.295 34.311),SAN BERNARDINO 1,{138.0},1,1.063281,San Bernardino,California
POINT (-117.3026 34.125),SAN BERNARDINO 2,{138.0},1,1.061813,San Bernardino,California
POINT (-117.3206 34.1937),RIALTO 2,{138.0},3,1.075085,San Bernardino,California
POINT (-117.3784 34.1743),RIALTO 3,{138.0},1,1.066835,San Bernardino,California
POINT (-117.4298 34.1736),RIALTO 4,{138.0},2,1.067552,San Bernardino,California
POINT (-117.2839 34.0675),RIVERSIDE 11,{138.0},1,1.062287,San Bernardino,California
POINT (-117.3781 33.5705),LAKE ELSINORE 1,{138.0},1,1.067741,Riverside,California
POINT (-117.2993 33.6384),LAKE ELSINORE 2,{138.0},2,1.073764,Riverside,California
POINT (-117.386 33.9339),RIVERSIDE 12,{138.0},2,1.049176,Riverside,California
POINT (-117.2772 33.877),RIVERSIDE 13,{138.0},2,1.063245,Riverside,California
POINT (-117.3179 33.2746),OCEANSIDE 1,{138.0},1,1.07702,San Diego,California
POINT (-117.3457 34.6184),VICTORVILLE 3,{138.0},1,1.075495,San Bernardino,California
POINT (-117.3742 34.6304),VICTORVILLE 4,"{1.0, 138.0, 13.8}",4,1.076658,San Bernardino,California
POINT (-117.4442 34.7923),HELENDALE,{138.0},1,1.080398,San Bernardino,California
POINT (-117.3477 33.4977),MURRIETA 1,"{345.0, 138.0}",2,1.072797,Riverside,California
POINT (-117.3553 33.4634),MURRIETA 2,{138.0},2,1.066952,San Diego,California
POINT (-117.3845 33.8329),RIVERSIDE 14,{138.0},3,1.058722,Riverside,California
POINT (-117.3371 33.9214),RIVERSIDE 15,{138.0},1,1.054548,Riverside,California
POINT (-117.2989 33.9271),RIVERSIDE 16,"{345.0, 138.0}",2,1.057751,Riverside,California
POINT (-117.4163 33.7153),PERRIS 1,{138.0},1,1.071925,Riverside,California
POINT (-117.3562 33.8193),PERRIS 2,{138.0},1,1.060982,Riverside,California
POINT (-117.3385 34.1686),SAN BERNARDINO 3,{138.0},1,1.071439,San Bernardino,California
POINT (-117.3141 33.0893),CARLSBAD 1,"{24.0, 1.0, 138.0}",4,1.069655,San Diego,California
POINT (-117.3561 33.1597),CARLSBAD 2,{138.0},2,1.075449,San Diego,California
POINT (-117.3157 33.2426),OCEANSIDE 2,{138.0},2,1.077818,San Diego,California
POINT (-117.2694 33.3913),OCEANSIDE 3,{138.0},1,1.068629,San Diego,California
POINT (-117.3541 34.223),SAN BERNARDINO 4,{138.0},2,1.063278,San Bernardino,California
POINT (-117.3572 34.4135),HESPERIA 2,{138.0},2,1.067279,San Bernardino,California
POINT (-117.315 34.3031),HESPERIA 3,"{345.0, 138.0, 18.0, 1.0}",5,1.067422,San Bernardino,California
POINT (-117.3554 34.336),HESPERIA 4,{138.0},1,1.063106,San Bernardino,California
POINT (-117.2469 34.0565),SAN BERNARDINO 5,{138.0},1,1.06278,San Bernardino,California
POINT (-117.2316 34.1312),SAN BERNARDINO 6,{138.0},1,1.063586,San Bernardino,California
POINT (-117.2643 33.2452),OCEANSIDE 4,{138.0},2,1.076337,San Diego,California
POINT (-117.3212 33.1064),OCEANSIDE 5,{138.0},1,1.071255,San Diego,California
POINT (-117.3417 33.1401),CARLSBAD 3,{138.0},1,1.075102,San Diego,California
POINT (-117.2657 34.5781),VICTORVILLE 5,{138.0},2,1.06672,San Bernardino,California
POINT (-117.255 34.5052),VICTORVILLE 6,{138.0},1,1.075741,San Bernardino,California
POINT (-117.2099 34.1131),COLTON 1,{138.0},3,1.061901,San Bernardino,California
POINT (-117.2967 34.0244),COLTON 2,{138.0},2,1.057026,San Bernardino,California
POINT (-117.3714 33.2574),OCEANSIDE 6,{138.0},1,1.07676,San Diego,California
POINT (-117.3108 33.2272),OCEANSIDE 7,"{345.0, 138.0}",2,1.072643,San Diego,California
POINT (-117.2039 34.252),CRESTLINE,{138.0},1,1.062991,San Bernardino,California
POINT (-117.1803 34.1286),SAN BERNARDINO 7,{138.0},1,1.062742,San Bernardino,California
POINT (-117.3219 33.1185),ENCINITAS 1,{138.0},2,1.072464,San Diego,California
POINT (-117.2866 33.0227),ENCINITAS 2,{138.0},1,1.057047,San Diego,California
POINT (-117.357 33.6996),WILDOMAR 1,{138.0},1,1.063274,Riverside,California
POINT (-117.3103 33.5742),WILDOMAR 2,{138.0},1,1.069797,Riverside,California
POINT (-117.1898 33.9228),MORENO VALLEY 1,{138.0},2,1.069119,Riverside,California
POINT (-117.3209 33.9353),MORENO VALLEY 2,{138.0},2,1.054702,Riverside,California
POINT (-117.2533 32.7628),LA JOLLA 1,{138.0},2,1.074136,San Diego,California
POINT (-117.2652 32.8071),LA JOLLA 2,{138.0},2,1.070436,San Diego,California
POINT (-117.1572 33.7341),SUN CITY 1,{138.0},1,1.07892,Riverside,California
POINT (-117.2663 32.9546),DEL MAR,{138.0},1,1.062931,San Diego,California
POINT (-117.2809 33.1765),VISTA 1,{138.0},2,1.076813,San Diego,California
POINT (-117.149 33.8253),MORENO VALLEY 3,{138.0},1,1.065658,Riverside,California
POINT (-117.3073 33.9439),MORENO VALLEY 4,{138.0},1,1.055647,Riverside,California
POINT (-117.2001 33.125),CARLSBAD 4,{138.0},2,1.073234,San Diego,California
POINT (-117.2437 33.1608),CARLSBAD 5,{138.0},1,1.068553,San Diego,California
POINT (-117.2547 33.1088),VISTA 2,{138.0},2,1.070794,San Diego,California
POINT (-117.2085 33.0958),VISTA 3,{138.0},2,1.07506,San Diego,California
POINT (-117.1356 32.6125),SAN DIEGO 1,{138.0},2,1.082002,San Diego,California
POINT (-117.2553 32.7014),SAN DIEGO 2,{138.0},2,1.078296,San Diego,California
POINT (-117.2531 32.6929),SAN DIEGO 3,{138.0},1,1.077781,San Diego,California
POINT (-117.2995 33.8914),MORENO VALLEY 5,{138.0},2,1.059995,Riverside,California
POINT (-117.311 34.1138),SAN BERNARDINO 8,{138.0},1,1.061395,San Bernardino,California
POINT (-117.3084 34.1558),SAN BERNARDINO 9,{138.0},1,1.06368,San Bernardino,California
POINT (-117.2527 32.8839),SAN DIEGO 4,"{24.0, 345.0, 138.0, 1.0}",6,1.071584,San Diego,California
POINT (-117.2535 32.891),SAN DIEGO 5,{138.0},1,1.072178,San Diego,California
POINT (-117.1995 32.7467),CORONADO 1,{138.0},1,1.081289,San Diego,California
POINT (-117.3075 33.4802),FALLBROOK 1,{138.0},1,1.069215,Riverside,California
POINT (-117.1266 33.3794),FALLBROOK 2,{138.0},4,1.071842,San Diego,California
POINT (-117.1808 33.9),PERRIS 3,"{345.0, 138.0}",2,1.064172,Riverside,California
POINT (-117.2012 33.9207),PERRIS 4,{138.0},1,1.067895,Riverside,California
POINT (-117.2764 33.3052),VISTA 4,{138.0},3,1.070739,San Diego,California
POINT (-117.1028 33.1461),VISTA 5,{138.0},1,1.077028,San Diego,California
POINT (-117.2361 32.8081),SAN DIEGO 6,{138.0},2,1.076972,San Diego,California
POINT (-117.2192 32.8578),SAN DIEGO 7,{138.0},2,1.070495,San Diego,California
POINT (-117.1542 34.3329),LAKE ARROWHEAD,{138.0},1,1.067491,San Bernardino,California
POINT (-117.2727 33.6312),SUN CITY 2,"{345.0, 138.0, 18.0, 1.0}",4,1.073945,Riverside,California
POINT (-117.2336 34.0627),HIGHLAND 1,{138.0},2,1.06502,San Bernardino,California
POINT (-117.1014 34.054),HIGHLAND 2,{138.0},2,1.068645,San Bernardino,California
POINT (-117.2373 33.1302),SAN MARCOS 1,{138.0},1,1.069907,San Diego,California
POINT (-117.1371 33.1677),SAN MARCOS 2,{138.0},1,1.076514,San Diego,California
POINT (-117.129 33.6406),MENIFEE 1,{138.0},1,1.072206,Riverside,California
POINT (-117.1846 33.6837),MENIFEE 2,{138.0},1,1.076147,Riverside,California
POINT (-117.1671 33.8106),SUN CITY 3,{138.0},1,1.061041,Riverside,California
POINT (-117.2343 34.1671),REDLANDS 1,{138.0},1,1.06369,San Bernardino,California
POINT (-117.2196 34.0315),REDLANDS 2,{138.0},1,1.063604,San Bernardino,California
POINT (-117.2544 32.8992),SAN DIEGO 8,{138.0},1,1.071853,San Diego,California
POINT (-117.1905 32.8329),SAN DIEGO 9,{138.0},3,1.079026,San Diego,California
POINT (-117.1531 32.7919),SAN DIEGO 10,{138.0},1,1.081421,San Diego,California
POINT (-117.1055 32.7871),SAN DIEGO 11,{138.0},2,1.087978,San Diego,California
POINT (-117.229 32.9026),SAN DIEGO 12,{138.0},2,1.078466,San Diego,California
POINT (-117.2173 32.7515),SAN DIEGO 13,{138.0},3,1.079544,San Diego,California
POINT (-117.2127 32.77),SAN DIEGO 14,{138.0},1,1.078961,San Diego,California
POINT (-117.2525 32.8248),SAN DIEGO 15,{138.0},2,1.077183,San Diego,California
POINT (-117.1795 34.5232),APPLE VALLEY 1,"{345.0, 138.0}",4,1.075601,San Bernardino,California
POINT (-117.2079 34.4527),APPLE VALLEY 2,{138.0},1,1.070172,San Bernardino,California
POINT (-117.2342 34.0944),REDLANDS 3,{138.0},1,1.063878,San Bernardino,California
POINT (-117.2058 34.0972),REDLANDS 4,{138.0},2,1.062871,San Bernardino,California
POINT (-117.0773 33.216),SAN MARCOS 3,{138.0},1,1.076387,San Diego,California
POINT (-117.2355 33.2004),SAN MARCOS 4,{138.0},2,1.068765,San Diego,California
POINT (-117.205 33.574),MURRIETA 3,{138.0},2,1.071269,Riverside,California
POINT (-117.1736 33.5411),MURRIETA 4,{138.0},1,1.071189,Riverside,California
POINT (-117.1229 32.7343),SAN DIEGO 16,{138.0},1,1.072831,San Diego,California
POINT (-117.2187 32.9275),SAN DIEGO 17,{138.0},1,1.068997,San Diego,California
POINT (-117.1574 32.8664),SAN DIEGO 18,{138.0},1,1.085371,San Diego,California
POINT (-117.1336 32.8376),SAN DIEGO 19,{138.0},1,1.083082,San Diego,California
POINT (-117.1656 34.5634),APPLE VALLEY 3,{138.0},1,1.07815,San Bernardino,California
POINT (-117.0956 34.5289),APPLE VALLEY 4,{138.0},2,1.074884,San Bernardino,California
POINT (-117.0904 32.9781),SAN DIEGO 20,{138.0},1,1.06485,San Diego,California
POINT (-117.1691 33.0208),SAN DIEGO 21,{138.0},1,1.066084,San Diego,California
POINT (-117.13 33.069),ESCONDIDO 1,{138.0},1,1.073685,San Diego,California
POINT (-117.0385 32.6463),SAN DIEGO 22,{138.0},2,1.083053,San Diego,California
POINT (-117.0911 32.6459),SAN DIEGO 23,{138.0},1,1.079545,San Diego,California
POINT (-117.1723 32.9768),SAN DIEGO 24,{138.0},2,1.065589,San Diego,California
POINT (-117.149 33.013),SAN DIEGO 25,{138.0},3,1.067144,San Diego,California
POINT (-117.0633 32.7997),SAN DIEGO 26,{138.0},1,1.084617,San Diego,California
POINT (-117.1748 32.5085),IMPERIAL BEACH,{138.0},2,1.086462,,
POINT (-117.1093 32.6909),SAN DIEGO 27,{138.0},2,1.076774,San Diego,California
POINT (-117.1737 32.7813),SAN DIEGO 28,{138.0},2,1.078461,San Diego,California
POINT (-117.0206 32.617),SAN DIEGO 29,{138.0},1,1.088712,San Diego,California
POINT (-117.1541 32.6511),SAN DIEGO 30,{138.0},1,1.080676,San Diego,California
POINT (-117.1453 33.1302),ESCONDIDO 2,{138.0},3,1.074352,San Diego,California
POINT (-117.0338 33.1919),ESCONDIDO 3,"{345.0, 138.0}",2,1.076708,San Diego,California
POINT (-117.1644 33.8443),MORENO VALLEY 6,{138.0},2,1.062271,Riverside,California
POINT (-117.1631 33.9133),MORENO VALLEY 7,{138.0},3,1.069171,Riverside,California
POINT (-117.0399 33.5754),TEMECULA 1,{138.0},1,1.071104,Riverside,California
POINT (-117.0867 33.5171),TEMECULA 2,{138.0},1,1.068123,Riverside,California
POINT (-117.0609 32.6418),NATIONAL CITY 1,{138.0},3,1.081488,San Diego,California
POINT (-117.0988 32.6859),NATIONAL CITY 2,{138.0},4,1.076698,San Diego,California
POINT (-117.1823 32.6845),SAN DIEGO 31,{138.0},2,1.082846,San Diego,California
POINT (-117.0793 32.7143),SAN DIEGO 32,{138.0},2,1.074174,San Diego,California
POINT (-117.0979 32.8659),SAN DIEGO 33,{138.0},1,1.083009,San Diego,California
POINT (-117.1082 32.9234),SAN DIEGO 34,{138.0},1,1.085347,San Diego,California
POINT (-117.1684 33.1891),ESCONDIDO 4,{138.0},1,1.071426,San Diego,California
POINT (-117.0242 33.0739),ESCONDIDO 5,{138.0},1,1.06924,San Diego,California
POINT (-117.091 32.838),SAN DIEGO 35,{138.0},4,1.077034,San Diego,California
POINT (-116.9774 32.7811),SAN DIEGO 36,{138.0},1,1.087702,San Diego,California
POINT (-117.0893 34.0942),MENTONE,{138.0},1,1.070353,San Bernardino,California
POINT (-116.9883 33.0329),SAN DIEGO 37,{138.0},3,1.070138,San Diego,California
POINT (-116.9747 32.9785),SAN DIEGO 38,"{345.0, 138.0, 13.8, 1.0}",6,1.07231,San Diego,California
POINT (-117.0594 32.7474),SAN DIEGO 39,{138.0},2,1.081483,San Diego,California
POINT (-117.1028 32.6809),CHULA VISTA 1,"{345.0, 138.0}",2,1.077079,San Diego,California
POINT (-117.044 32.6531),CHULA VISTA 2,{138.0},2,1.08213,San Diego,California
POINT (-117.1359 32.6618),SAN DIEGO 40,{138.0},1,1.080746,San Diego,California
POINT (-117.0959 32.7165),SAN DIEGO 41,"{345.0, 138.0, 13.8, 1.0}",4,1.074738,San Diego,California
POINT (-116.9949 32.6917),CHULA VISTA 3,{138.0},1,1.082579,San Diego,California
POINT (-117.0701 32.5743),CHULA VISTA 4,{138.0},1,1.08733,San Diego,California
POINT (-117.131 32.5641),CHULA VISTA 5,{138.0},1,1.084729,San Diego,California
